clip,actor,sentence,intended,intensity,n_raters,v_A,v_D,v_F,v_H,v_N,v_S,p_A,p_D,p_F,p_H,p_N,p_S,tied,unambiguous,agreement,perceived,perceived_randtie,perceived_strict,entropy,p_intended
1002_IWW_NEU_XX,1002,IWW,N,XX,9,0,1,4,0,4,0,0.0,0.1111111111111111,0.4444444444444444,0.0,0.4444444444444444,0.0,True,False,0.4444444444444444,F,N,TIE,0.5385560615583984,0.4444444444444444
1002_IWW_SAD_XX,1002,IWW,S,XX,9,0,0,1,1,4,3,0.0,0.0,0.1111111111111111,0.1111111111111111,0.4444444444444444,0.3333333333333333,False,True,0.4444444444444444,N,N,N,0.6780428259561716,0.3333333333333333
1002_MTI_ANG_XX,1002,MTI,A,XX,8,2,4,0,0,1,1,0.25,0.5,0.0,0.0,0.125,0.125,False,True,0.5,D,D,D,0.6769924126604477,0.25
1002_MTI_DIS_XX,1002,MTI,D,XX,11,1,1,3,0,1,5,0.09090909090909091,0.09090909090909091,0.2727272727272727,0.0,0.09090909090909091,0.45454545454545453,False,True,0.45454545454545453,S,S,S,0.7627759615770443,0.09090909090909091
1002_MTI_FEA_XX,1002,MTI,F,XX,11,1,3,0,1,4,2,0.09090909090909091,0.2727272727272727,0.0,0.09090909090909091,0.36363636363636365,0.18181818181818182,False,True,0.36363636363636365,N,N,N,0.8193845012292461,0.0
1002_MTI_HAP_XX,1002,MTI,H,XX,9,0,0,3,3,3,0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,True,False,0.3333333333333333,F,F,TIE,0.6131471927654584,0.3333333333333333
1002_MTI_NEU_XX,1002,MTI,N,XX,9,0,0,1,0,4,4,0.0,0.0,0.1111111111111111,0.0,0.4444444444444444,0.4444444444444444,True,False,0.4444444444444444,N,S,TIE,0.5385560615583984,0.4444444444444444
1002_MTI_SAD_XX,1002,MTI,S,XX,10,0,2,4,1,2,1,0.0,0.2,0.4,0.1,0.2,0.1,False,True,0.4,F,F,F,0.8208738402570188,0.1
1002_TAI_ANG_XX,1002,TAI,A,XX,9,3,5,0,0,1,0,0.3333333333333333,0.5555555555555556,0.0,0.0,0.1111111111111111,0.0,False,True,0.5555555555555556,D,D,D,0.5228873203291379,0.3333333333333333
1002_TAI_DIS_XX,1002,TAI,D,XX,10,2,4,1,0,3,0,0.2,0.4,0.1,0.0,0.3,0.0,False,True,0.4,D,D,D,0.7143002438742896,0.4
1002_TAI_FEA_XX,1002,TAI,F,XX,9,0,1,4,0,3,1,0.0,0.1111111111111111,0.4444444444444444,0.0,0.3333333333333333,0.1111111111111111,False,True,0.4444444444444444,F,F,F,0.6780428259561715,0.4444444444444444
1002_TAI_HAP_XX,1002,TAI,H,XX,10,2,0,0,4,3,1,0.2,0.0,0.0,0.4,0.3,0.1,False,True,0.4,H,H,H,0.7143002438742896,0.4
1002_TAI_NEU_XX,1002,TAI,N,XX,9,0,0,1,0,5,3,0.0,0.0,0.1111111111111111,0.0,0.5555555555555556,0.3333333333333333,False,True,0.5555555555555556,N,N,N,0.5228873203291378,0.5555555555555556
1002_TAI_SAD_XX,1002,TAI,S,XX,8,0,3,2,0,0,3,0.0,0.375,0.25,0.0,0.0,0.375,True,False,0.375,D,D,TIE,0.6039848253208955,0.375
1002_TIE_ANG_XX,1002,TIE,A,XX,9,6,1,2,0,0,0,0.6666666666666666,0.1111111111111111,0.2222222222222222,0.0,0.0,0.0,False,True,0.6666666666666666,A,A,A,0.4736604283676854,0.6666666666666666
1002_TIE_DIS_XX,1002,TIE,D,XX,9,2,4,1,1,1,0,0.2222222222222222,0.4444444444444444,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,False,True,0.4444444444444444,D,D,D,0.7964579330480929,0.4444444444444444
1002_TIE_FEA_XX,1002,TIE,F,XX,10,3,1,5,0,0,1,0.3,0.1,0.5,0.0,0.0,0.1,False,True,0.5,F,F,F,0.6520308502568676,0.5
1002_TIE_HAP_XX,1002,TIE,H,XX,10,8,1,0,0,0,1,0.8,0.1,0.0,0.0,0.0,0.1,False,True,0.8,A,A,A,0.35665047157556895,0.0
1002_TIE_SAD_XX,1002,TIE,S,XX,8,1,1,3,0,0,3,0.125,0.125,0.375,0.0,0.0,0.375,True,False,0.375,S,F,TIE,0.7006980271295309,0.375
1002_TSI_ANG_XX,1002,TSI,A,XX,11,5,4,1,0,1,0,0.45454545454545453,0.36363636363636365,0.09090909090909091,0.0,0.09090909090909091,0.0,False,True,0.45454545454545453,A,A,A,0.6486504270697755,0.45454545454545453
1002_TSI_DIS_XX,1002,TSI,D,XX,8,1,7,0,0,0,0,0.125,0.875,0.0,0.0,0.0,0.0,False,True,0.875,D,D,D,0.2102794307646444,0.875
1002_TSI_FEA_XX,1002,TSI,F,XX,9,0,1,1,1,6,0,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.6666666666666666,0.0,False,True,0.6666666666666666,N,N,N,0.5596277188642502,0.1111111111111111
1002_TSI_HAP_XX,1002,TSI,H,XX,9,0,2,5,2,0,0,0.0,0.2222222222222222,0.5555555555555556,0.2222222222222222,0.0,0.0,False,True,0.5555555555555556,F,F,F,0.5553351369244943,0.2222222222222222
1002_TSI_NEU_XX,1002,TSI,N,XX,10,0,3,2,0,4,1,0.0,0.3,0.2,0.0,0.4,0.1,False,True,0.4,N,N,N,0.7143002438742897,0.4
1002_TSI_SAD_XX,1002,TSI,S,XX,10,0,1,1,0,6,2,0.0,0.1,0.1,0.0,0.6,0.2,False,True,0.6,N,N,N,0.6077266474915606,0.2
1002_WSI_ANG_XX,1002,WSI,A,XX,8,8,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,False,True,1.0,A,A,A,-0.0,1.0
1002_WSI_DIS_XX,1002,WSI,D,XX,10,5,1,2,0,0,2,0.5,0.1,0.2,0.0,0.0,0.2,False,True,0.5,A,A,A,0.6812338851926886,0.1
1002_WSI_FEA_XX,1002,WSI,F,XX,6,1,1,0,0,2,2,0.16666666666666666,0.16666666666666666,0.0,0.0,0.3333333333333333,0.3333333333333333,True,False,0.3333333333333333,N,N,TIE,0.7420981285103057,0.0
1002_WSI_HAP_XX,1002,WSI,H,XX,8,5,1,1,0,1,0,0.625,0.125,0.125,0.0,0.125,0.0,False,True,0.625,A,A,A,0.5991556706386704,0.0
1002_WSI_NEU_XX,1002,WSI,N,XX,8,0,2,0,0,6,0,0.0,0.25,0.0,0.0,0.75,0.0,False,True,0.75,N,N,N,0.3138452198949893,0.75
1002_WSI_SAD_XX,1002,WSI,S,XX,10,0,1,2,0,6,1,0.0,0.1,0.2,0.0,0.6,0.1,False,True,0.6,N,N,N,0.6077266474915604,0.1
1003_DFA_ANG_XX,1003,DFA,A,XX,8,7,1,0,0,0,0,0.875,0.125,0.0,0.0,0.0,0.0,False,True,0.875,A,A,A,0.2102794307646444,0.875
1003_DFA_DIS_XX,1003,DFA,D,XX,10,2,1,0,0,6,1,0.2,0.1,0.0,0.0,0.6,0.1,False,True,0.6,N,N,N,0.6077266474915604,0.1
1003_DFA_FEA_XX,1003,DFA,F,XX,9,0,0,3,0,3,3,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,True,False,0.3333333333333333,N,S,TIE,0.6131471927654584,0.3333333333333333
1003_DFA_HAP_XX,1003,DFA,H,XX,8,0,0,0,3,2,3,0.0,0.0,0.0,0.375,0.25,0.375,True,False,0.375,H,S,TIE,0.6039848253208955,0.375
1003_DFA_NEU_XX,1003,DFA,N,XX,9,2,1,1,0,5,0,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.0,0.5555555555555556,0.0,False,True,0.5555555555555556,N,N,N,0.6413024274210591,0.5555555555555556
1003_DFA_SAD_XX,1003,DFA,S,XX,9,0,0,1,0,4,4,0.0,0.0,0.1111111111111111,0.0,0.4444444444444444,0.4444444444444444,True,False,0.4444444444444444,N,S,TIE,0.5385560615583984,0.4444444444444444
1003_IEO_ANG_HI,1003,IEO,A,HI,9,8,0,0,0,1,0,0.8888888888888888,0.0,0.0,0.0,0.1111111111111111,0.0,False,True,0.8888888888888888,A,A,A,0.19468689957213928,0.8888888888888888
1003_IEO_ANG_LO,1003,IEO,A,LO,9,3,3,0,0,3,0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,True,False,0.3333333333333333,D,A,TIE,0.6131471927654584,0.3333333333333333
1003_IEO_ANG_MD,1003,IEO,A,MD,10,9,1,0,0,0,0,0.9,0.1,0.0,0.0,0.0,0.0,False,True,0.9,A,A,A,0.1814322619606436,0.9
1003_IEO_DIS_HI,1003,IEO,D,HI,8,1,4,0,1,2,0,0.125,0.5,0.0,0.125,0.25,0.0,False,True,0.5,D,D,D,0.6769924126604477,0.5
1003_IEO_DIS_LO,1003,IEO,D,LO,11,1,2,0,0,6,2,0.09090909090909091,0.18181818181818182,0.0,0.0,0.5454545454545454,0.18181818181818182,False,True,0.5454545454545454,N,N,N,0.6521625395659393,0.18181818181818182
1003_IEO_DIS_MD,1003,IEO,D,MD,11,0,2,1,1,5,2,0.0,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.45454545454545453,0.18181818181818182,False,True,0.45454545454545453,N,N,N,0.7893241751550634,0.18181818181818182
1003_IEO_FEA_HI,1003,IEO,F,HI,8,0,0,1,0,5,2,0.0,0.0,0.125,0.0,0.625,0.25,False,True,0.625,N,N,N,0.502442468830035,0.125
1003_IEO_FEA_LO,1003,IEO,F,LO,10,1,4,2,0,1,2,0.1,0.4,0.2,0.0,0.1,0.2,False,True,0.4,D,D,D,0.8208738402570189,0.2
1003_IEO_FEA_MD,1003,IEO,F,MD,9,0,1,0,0,6,2,0.0,0.1111111111111111,0.0,0.0,0.6666666666666666,0.2222222222222222,False,True,0.6666666666666666,N,N,N,0.4736604283676854,0.0
1003_IEO_HAP_HI,1003,IEO,H,HI,10,0,2,1,3,2,2,0.0,0.2,0.1,0.3,0.2,0.2,False,True,0.3,H,H,H,0.8690413667681064,0.3
1003_IEO_HAP_LO,1003,IEO,H,LO,11,0,0,0,3,8,0,0.0,0.0,0.0,0.2727272727272727,0.7272727272727273,0.0,False,True,0.7272727272727273,N,N,N,0.3270263829307386,0.2727272727272727
1003_IEO_HAP_MD,1003,IEO,H,MD,10,0,0,0,4,6,0,0.0,0.0,0.0,0.4,0.6,0.0,False,True,0.6,N,N,N,0.37561496315083553,0.4
1003_IEO_NEU_XX,1003,IEO,N,XX,10,0,0,0,0,10,0,0.0,0.0,0.0,0.0,1.0,0.0,False,True,1.0,N,N,N,-0.0,1.0
1003_IEO_SAD_HI,1003,IEO,S,HI,10,0,0,2,0,5,3,0.0,0.0,0.2,0.0,0.5,0.3,False,True,0.5,N,N,N,0.5746602888099595,0.3
1003_IEO_SAD_LO,1003,IEO,S,LO,9,0,2,0,0,5,2,0.0,0.2222222222222222,0.0,0.0,0.5555555555555556,0.2222222222222222,False,True,0.5555555555555556,N,N,N,0.5553351369244943,0.2222222222222222
1003_IEO_SAD_MD,1003,IEO,S,MD,9,0,0,1,0,6,2,0.0,0.0,0.1111111111111111,0.0,0.6666666666666666,0.2222222222222222,False,True,0.6666666666666666,N,N,N,0.4736604283676854,0.2222222222222222
1003_IOM_ANG_XX,1003,IOM,A,XX,8,7,1,0,0,0,0,0.875,0.125,0.0,0.0,0.0,0.0,False,True,0.875,A,A,A,0.2102794307646444,0.875
1003_IOM_DIS_XX,1003,IOM,D,XX,10,0,7,0,0,2,1,0.0,0.7,0.0,0.0,0.2,0.1,False,True,0.7,D,D,D,0.4475034547403761,0.7
1003_IOM_FEA_XX,1003,IOM,F,XX,8,0,0,2,0,2,4,0.0,0.0,0.25,0.0,0.25,0.5,False,True,0.5,S,S,S,0.5802792108518123,0.25
1003_IOM_HAP_XX,1003,IOM,H,XX,10,0,1,0,5,3,1,0.0,0.1,0.0,0.5,0.3,0.1,False,True,0.5,H,H,H,0.6520308502568676,0.5
1003_IOM_NEU_XX,1003,IOM,N,XX,10,1,0,2,1,5,1,0.1,0.0,0.2,0.1,0.5,0.1,False,True,0.5,N,N,N,0.7586044466395968,0.5
1003_IOM_SAD_XX,1003,IOM,S,XX,9,0,1,0,0,3,5,0.0,0.1111111111111111,0.0,0.0,0.3333333333333333,0.5555555555555556,False,True,0.5555555555555556,S,S,S,0.5228873203291378,0.5555555555555556
1003_ITH_ANG_XX,1003,ITH,A,XX,8,4,1,3,0,0,0,0.5,0.125,0.375,0.0,0.0,0.0,False,True,0.5,A,A,A,0.5437754171820363,0.5
1003_ITH_DIS_XX,1003,ITH,D,XX,10,0,0,2,0,4,4,0.0,0.0,0.2,0.0,0.4,0.4,True,False,0.4,N,N,TIE,0.588762155916294,0.0
1003_ITH_FEA_XX,1003,ITH,F,XX,10,0,0,2,0,2,6,0.0,0.0,0.2,0.0,0.2,0.6,False,True,0.6,S,S,S,0.5303560860446522,0.2
1003_ITH_HAP_XX,1003,ITH,H,XX,9,0,1,3,0,4,1,0.0,0.1111111111111111,0.3333333333333333,0.0,0.4444444444444444,0.1111111111111111,False,True,0.4444444444444444,N,N,N,0.6780428259561715,0.0
1003_ITH_NEU_XX,1003,ITH,N,XX,10,0,3,0,0,6,1,0.0,0.3,0.0,0.0,0.6,0.1,False,True,0.6,N,N,N,0.5011530511088312,0.6
1003_ITH_SAD_XX,1003,ITH,S,XX,10,0,0,2,0,6,2,0.0,0.0,0.2,0.0,0.6,0.2,False,True,0.6,N,N,N,0.5303560860446522,0.2
1003_ITS_ANG_XX,1003,ITS,A,XX,9,5,2,2,0,0,0,0.5555555555555556,0.2222222222222222,0.2222222222222222,0.0,0.0,0.0,False,True,0.5555555555555556,A,A,A,0.5553351369244943,0.5555555555555556
1003_ITS_DIS_XX,1003,ITS,D,XX,9,0,0,6,0,1,2,0.0,0.0,0.6666666666666666,0.0,0.1111111111111111,0.2222222222222222,False,True,0.6666666666666666,F,F,F,0.4736604283676854,0.0
1003_ITS_FEA_XX,1003,ITS,F,XX,10,0,1,4,0,0,5,0.0,0.1,0.4,0.0,0.0,0.5,False,True,0.5,S,S,S,0.526492762298872,0.4
1003_ITS_HAP_XX,1003,ITS,H,XX,10,0,0,2,6,1,1,0.0,0.0,0.2,0.6,0.1,0.1,False,True,0.6,H,H,H,0.6077266474915604,0.6
1003_ITS_NEU_XX,1003,ITS,N,XX,10,0,0,3,0,7,0,0.0,0.0,0.3,0.0,0.7,0.0,False,True,0.7,N,N,N,0.340929858357647,0.7
1003_ITS_SAD_XX,1003,ITS,S,XX,9,0,0,3,0,1,5,0.0,0.0,0.3333333333333333,0.0,0.1111111111111111,0.5555555555555556,False,True,0.5555555555555556,S,S,S,0.5228873203291378,0.5555555555555556
1003_IWL_ANG_XX,1003,IWL,A,XX,10,9,1,0,0,0,0,0.9,0.1,0.0,0.0,0.0,0.0,False,True,0.9,A,A,A,0.1814322619606436,0.9
1003_IWL_DIS_XX,1003,IWL,D,XX,9,0,2,1,0,6,0,0.0,0.2222222222222222,0.1111111111111111,0.0,0.6666666666666666,0.0,False,True,0.6666666666666666,N,N,N,0.4736604283676854,0.2222222222222222
1003_IWL_FEA_XX,1003,IWL,F,XX,9,0,0,3,0,3,3,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,True,False,0.3333333333333333,F,N,TIE,0.6131471927654584,0.3333333333333333
1003_IWL_HAP_XX,1003,IWL,H,XX,8,0,1,0,0,4,3,0.0,0.125,0.0,0.0,0.5,0.375,False,True,0.5,N,N,N,0.5437754171820363,0.0
1003_IWL_NEU_XX,1003,IWL,N,XX,10,1,1,0,0,8,0,0.1,0.1,0.0,0.0,0.8,0.0,False,True,0.8,N,N,N,0.35665047157556895,0.8
1003_IWL_SAD_XX,1003,IWL,S,XX,9,0,2,1,0,4,2,0.0,0.2222222222222222,0.1111111111111111,0.0,0.4444444444444444,0.2222222222222222,False,True,0.4444444444444444,N,N,N,0.710490642551528,0.2222222222222222
1003_IWW_ANG_XX,1003,IWW,A,XX,9,8,0,1,0,0,0,0.8888888888888888,0.0,0.1111111111111111,0.0,0.0,0.0,False,True,0.8888888888888888,A,A,A,0.19468689957213928,0.8888888888888888
1003_IWW_DIS_XX,1003,IWW,D,XX,10,0,1,6,0,2,1,0.0,0.1,0.6,0.0,0.2,0.1,False,True,0.6,F,F,F,0.6077266474915604,0.1
1003_IWW_FEA_XX,1003,IWW,F,XX,10,0,0,9,0,1,0,0.0,0.0,0.9,0.0,0.1,0.0,False,True,0.9,F,F,F,0.1814322619606436,0.9
1003_IWW_HAP_XX,1003,IWW,H,XX,10,0,1,0,9,0,0,0.0,0.1,0.0,0.9,0.0,0.0,False,True,0.9,H,H,H,0.1814322619606436,0.9
1003_IWW_NEU_XX,1003,IWW,N,XX,8,0,1,2,0,5,0,0.0,0.125,0.25,0.0,0.625,0.0,False,True,0.625,N,N,N,0.502442468830035,0.625
1003_IWW_SAD_XX,1003,IWW,S,XX,10,0,1,4,0,2,3,0.0,0.1,0.4,0.0,0.2,0.3,False,True,0.4,F,F,F,0.7143002438742897,0.3
1003_MTI_ANG_XX,1003,MTI,A,XX,10,5,1,0,0,4,0,0.5,0.1,0.0,0.0,0.4,0.0,False,True,0.5,A,A,A,0.5264927622988719,0.5
1003_MTI_DIS_XX,1003,MTI,D,XX,7,0,0,2,1,1,3,0.0,0.0,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.42857142857142855,False,True,0.42857142857142855,S,S,S,0.7127263906780549,0.0
1003_MTI_FEA_XX,1003,MTI,F,XX,9,0,0,2,0,4,3,0.0,0.0,0.2222222222222222,0.0,0.4444444444444444,0.3333333333333333,False,True,0.4444444444444444,N,N,N,0.5920755354596067,0.2222222222222222
1003_MTI_HAP_XX,1003,MTI,H,XX,10,0,0,1,2,6,1,0.0,0.0,0.1,0.2,0.6,0.1,False,True,0.6,N,N,N,0.6077266474915604,0.2
1003_MTI_NEU_XX,1003,MTI,N,XX,10,0,0,0,1,7,2,0.0,0.0,0.0,0.1,0.7,0.2,False,True,0.7,N,N,N,0.44750345474037617,0.7
1003_MTI_SAD_XX,1003,MTI,S,XX,7,0,0,0,0,4,3,0.0,0.0,0.0,0.0,0.5714285714285714,0.42857142857142855,False,True,0.5714285714285714,N,N,N,0.38113827019130503,0.42857142857142855
1003_TAI_ANG_XX,1003,TAI,A,XX,9,2,0,6,1,0,0,0.2222222222222222,0.0,0.6666666666666666,0.1111111111111111,0.0,0.0,False,True,0.6666666666666666,F,F,F,0.4736604283676854,0.2222222222222222
1003_TAI_DIS_XX,1003,TAI,D,XX,10,2,5,0,0,2,1,0.2,0.5,0.0,0.0,0.2,0.1,False,True,0.5,D,D,D,0.6812338851926885,0.5
1003_TAI_FEA_XX,1003,TAI,F,XX,10,0,0,4,0,1,5,0.0,0.0,0.4,0.0,0.1,0.5,False,True,0.5,S,S,S,0.526492762298872,0.4
1003_TAI_HAP_XX,1003,TAI,H,XX,9,0,0,6,2,0,1,0.0,0.0,0.6666666666666666,0.2222222222222222,0.0,0.1111111111111111,False,True,0.6666666666666666,F,F,F,0.4736604283676854,0.2222222222222222
1003_TAI_NEU_XX,1003,TAI,N,XX,9,2,2,1,0,3,1,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.0,0.3333333333333333,0.1111111111111111,False,True,0.3333333333333333,N,N,N,0.8499774069493012,0.3333333333333333
1003_TAI_SAD_XX,1003,TAI,S,XX,10,0,0,1,0,2,7,0.0,0.0,0.1,0.0,0.2,0.7,False,True,0.7,S,S,S,0.44750345474037617,0.7
1003_TIE_ANG_XX,1003,TIE,A,XX,10,9,1,0,0,0,0,0.9,0.1,0.0,0.0,0.0,0.0,False,True,0.9,A,A,A,0.1814322619606436,0.9
1003_TIE_DIS_XX,1003,TIE,D,XX,7,3,1,0,1,1,1,0.42857142857142855,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,False,True,0.42857142857142855,A,A,A,0.8232557641736382,0.14285714285714285
1003_TIE_FEA_XX,1003,TIE,F,XX,10,0,1,7,0,2,0,0.0,0.1,0.7,0.0,0.2,0.0,False,True,0.7,F,F,F,0.44750345474037617,0.7
1003_TIE_HAP_XX,1003,TIE,H,XX,10,0,0,0,5,4,1,0.0,0.0,0.0,0.5,0.4,0.1,False,True,0.5,H,H,H,0.5264927622988719,0.5
1003_TIE_NEU_XX,1003,TIE,N,XX,9,0,2,0,0,7,0,0.0,0.2222222222222222,0.0,0.0,0.7777777777777778,0.0,False,True,0.7777777777777778,N,N,N,0.29563465864414723,0.7777777777777778
1003_TIE_SAD_XX,1003,TIE,S,XX,9,0,1,2,0,2,4,0.0,0.1111111111111111,0.2222222222222222,0.0,0.2222222222222222,0.4444444444444444,False,True,0.4444444444444444,S,S,S,0.710490642551528,0.4444444444444444
1003_TSI_ANG_XX,1003,TSI,A,XX,10,8,2,0,0,0,0,0.8,0.2,0.0,0.0,0.0,0.0,False,True,0.8,A,A,A,0.27927991012866066,0.8
1003_TSI_DIS_XX,1003,TSI,D,XX,8,1,4,0,0,3,0,0.125,0.5,0.0,0.0,0.375,0.0,False,True,0.5,D,D,D,0.5437754171820363,0.5
1003_TSI_FEA_XX,1003,TSI,F,XX,8,1,0,7,0,0,0,0.125,0.0,0.875,0.0,0.0,0.0,False,True,0.875,F,F,F,0.2102794307646444,0.875
1003_TSI_HAP_XX,1003,TSI,H,XX,8,0,1,1,2,2,2,0.0,0.125,0.125,0.25,0.25,0.25,True,False,0.25,N,N,TIE,0.8704188162777186,0.25
1003_TSI_NEU_XX,1003,TSI,N,XX,8,2,0,1,0,5,0,0.25,0.0,0.125,0.0,0.625,0.0,False,True,0.625,N,N,N,0.502442468830035,0.625
1003_TSI_SAD_XX,1003,TSI,S,XX,10,0,0,3,0,6,1,0.0,0.0,0.3,0.0,0.6,0.1,False,True,0.6,N,N,N,0.5011530511088312,0.1
1003_WSI_ANG_XX,1003,WSI,A,XX,9,9,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,False,True,1.0,A,A,A,-0.0,1.0
1003_WSI_DIS_XX,1003,WSI,D,XX,9,3,3,0,0,1,2,0.3333333333333333,0.3333333333333333,0.0,0.0,0.1111111111111111,0.2222222222222222,True,False,0.3333333333333333,A,D,TIE,0.7315622998573797,0.3333333333333333
1003_WSI_FEA_XX,1003,WSI,F,XX,8,1,0,1,0,2,4,0.125,0.0,0.125,0.0,0.25,0.5,False,True,0.5,S,S,S,0.6769924126604477,0.125
1003_WSI_HAP_XX,1003,WSI,H,XX,8,0,1,1,1,0,5,0.0,0.125,0.125,0.125,0.0,0.625,False,True,0.625,S,S,S,0.5991556706386703,0.125
1003_WSI_NEU_XX,1003,WSI,N,XX,10,3,1,0,0,6,0,0.3,0.1,0.0,0.0,0.6,0.0,False,True,0.6,N,N,N,0.5011530511088312,0.6
1003_WSI_SAD_XX,1003,WSI,S,XX,10,0,0,0,0,4,6,0.0,0.0,0.0,0.0,0.4,0.6,False,True,0.6,S,S,S,0.37561496315083553,0.6
1004_DFA_ANG_XX,1004,DFA,A,XX,9,7,2,0,0,0,0,0.7777777777777778,0.2222222222222222,0.0,0.0,0.0,0.0,False,True,0.7777777777777778,A,A,A,0.29563465864414723,0.7777777777777778
1004_DFA_DIS_XX,1004,DFA,D,XX,10,2,8,0,0,0,0,0.2,0.8,0.0,0.0,0.0,0.0,False,True,0.8,D,D,D,0.27927991012866066,0.8
1004_DFA_FEA_XX,1004,DFA,F,XX,9,1,3,1,1,2,1,0.1111111111111111,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.1111111111111111,False,True,0.3333333333333333,D,D,D,0.935944697445866,0.1111111111111111
1004_DFA_HAP_XX,1004,DFA,H,XX,10,0,0,0,6,4,0,0.0,0.0,0.0,0.6,0.4,0.0,False,True,0.6,H,H,H,0.37561496315083553,0.6
1004_DFA_NEU_XX,1004,DFA,N,XX,9,6,3,0,0,0,0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,False,True,0.6666666666666666,A,A,A,0.355245321275764,0.0
1004_DFA_SAD_XX,1004,DFA,S,XX,9,0,0,0,0,7,2,0.0,0.0,0.0,0.0,0.7777777777777778,0.2222222222222222,False,True,0.7777777777777778,N,N,N,0.29563465864414723,0.2222222222222222
1004_IEO_ANG_HI,1004,IEO,A,HI,10,10,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,False,True,1.0,A,A,A,-0.0,1.0
1004_IEO_ANG_LO,1004,IEO,A,LO,11,7,4,0,0,0,0,0.6363636363636364,0.36363636363636365,0.0,0.0,0.0,0.0,False,True,0.6363636363636364,A,A,A,0.3658313435250293,0.6363636363636364
1004_IEO_ANG_MD,1004,IEO,A,MD,10,5,5,0,0,0,0,0.5,0.5,0.0,0.0,0.0,0.0,True,False,0.5,D,D,TIE,0.3868528072345416,0.5
1004_IEO_DIS_HI,1004,IEO,D,HI,11,0,7,0,0,3,1,0.0,0.6363636363636364,0.0,0.0,0.2727272727272727,0.09090909090909091,False,True,0.6363636363636364,D,D,D,0.4799568780322982,0.6363636363636364
1004_IEO_DIS_LO,1004,IEO,D,LO,8,0,2,0,0,4,2,0.0,0.25,0.0,0.0,0.5,0.25,False,True,0.5,N,N,N,0.5802792108518123,0.25
1004_IEO_DIS_MD,1004,IEO,D,MD,11,0,5,0,0,4,2,0.0,0.45454545454545453,0.0,0.0,0.36363636363636365,0.18181818181818182,False,True,0.45454545454545453,D,D,D,0.5783135530271315,0.45454545454545453
1004_IEO_FEA_HI,1004,IEO,F,HI,12,0,2,2,0,5,3,0.0,0.16666666666666666,0.16666666666666666,0.0,0.4166666666666667,0.25,False,True,0.4166666666666667,N,N,N,0.7303465725883602,0.16666666666666666
1004_IEO_FEA_LO,1004,IEO,F,LO,10,0,1,0,0,5,4,0.0,0.1,0.0,0.0,0.5,0.4,False,True,0.5,N,N,N,0.5264927622988719,0.0
1004_IEO_FEA_MD,1004,IEO,F,MD,9,2,3,1,0,3,0,0.2222222222222222,0.3333333333333333,0.1111111111111111,0.0,0.3333333333333333,0.0,True,False,0.3333333333333333,N,N,TIE,0.7315622998573797,0.1111111111111111
1004_IEO_HAP_HI,1004,IEO,H,HI,8,1,0,4,3,0,0,0.125,0.0,0.5,0.375,0.0,0.0,False,True,0.5,F,F,F,0.5437754171820363,0.375
1004_IEO_HAP_LO,1004,IEO,H,LO,10,0,0,0,1,9,0,0.0,0.0,0.0,0.1,0.9,0.0,False,True,0.9,N,N,N,0.1814322619606436,0.1
1004_IEO_HAP_MD,1004,IEO,H,MD,9,1,5,0,1,2,0,0.1111111111111111,0.5555555555555556,0.0,0.1111111111111111,0.2222222222222222,0.0,False,True,0.5555555555555556,D,D,D,0.6413024274210591,0.1111111111111111
1004_IEO_NEU_XX,1004,IEO,N,XX,10,0,1,0,0,9,0,0.0,0.1,0.0,0.0,0.9,0.0,False,True,0.9,N,N,N,0.1814322619606436,0.9
1004_IEO_SAD_HI,1004,IEO,S,HI,11,0,0,2,0,5,4,0.0,0.0,0.18181818181818182,0.0,0.45454545454545453,0.36363636363636365,False,True,0.45454545454545453,N,N,N,0.5783135530271315,0.36363636363636365
1004_IEO_SAD_LO,1004,IEO,S,LO,12,0,3,0,0,4,5,0.0,0.25,0.0,0.0,0.3333333333333333,0.4166666666666667,False,True,0.4166666666666667,S,S,S,0.6013956368435128,0.4166666666666667
1004_IEO_SAD_MD,1004,IEO,S,MD,11,0,0,1,0,8,2,0.0,0.0,0.09090909090909091,0.0,0.7272727272727273,0.18181818181818182,False,True,0.7272727272727273,N,N,N,0.42391147055140155,0.18181818181818182
